TIME_PERIOD,GEO_PICT,TOPIC,CONDITION,VIOLENCE_TYPE,PERPETRATOR,ACTUALITY,LIFEPER,OBS_VALUE
2012,MH: Marshall Islands,VAW_TOPIC_013: Impact of partner violence on women's reproductive health,EVPREG: Ever pregnant,PHYSORSEX: Physical and/or sexual violence,PARTNER: Partner,ALOLIFE: At least once in their lifetime,PREGNANCY: During pregnancy,31.4
2007,MH: Marshall Islands,VAW_TOPIC_013: Impact of partner violence on women's reproductive health,EVPREG: Ever pregnant,PHYSORSEX: Physical and/or sexual violence,PARTNER: Partner,ALOLIFE: At least once in their lifetime,PREGNANCY: During pregnancy,0.0
2012,MH: Marshall Islands,VAW_TOPIC_013: Impact of partner violence on women's reproductive health,EVPREG: Ever pregnant,PHYSORSEX: Physical and/or sexual violence,PARTNER: Partner,ALOLIFE: At least once in their lifetime,PREGNANCY: During pregnancy,15.3
2007,MH: Marshall Islands,VAW_TOPIC_014: Impact of partner violence on women's work who work for money,W4M: Working for money,PHYSORSEX: Physical and/or sexual violence,PARTNER: Partner,ALOLIFE: At least once in their lifetime,PREGNANCY: During pregnancy,0.0
2012,MH: Marshall Islands,VAW_TOPIC_014: Impact of partner violence on women's work who work for money,W4M: Working for money,PHYSORSEX: Physical and/or sexual violence,PARTNER: Partner,ALOLIFE: At least once in their lifetime,PREGNANCY: During pregnancy,19.2
2007,MH: Marshall Islands,VAW_TOPIC_014: Impact of partner violence on women's work who work for money,W4M: Working for money,PHYSORSEX: Physical and/or sexual violence,PARTNER: Partner,ALOLIFE: At least once in their lifetime,PREGNANCY: During pregnancy,0.0
2012,MH: Marshall Islands,VAW_TOPIC_014: Impact of partner violence on women's work who work for money,W4M: Working for money,PHYSORSEX: Physical and/or sexual violence,PARTNER: Partner,ALOLIFE: At least once in their lifetime,PREGNANCY: During pregnancy,2.0
2007,MH: Marshall Islands,VAW_TOPIC_014: Impact of partner violence on women's work who work for money,W4M: Working for money,PHYSORSEX: Physical and/or sexual violence,PARTNER: Partner,ALOLIFE: At least once in their lifetime,PREGNANCY: During pregnancy,0.0
2012,MH: Marshall Islands,VAW_TOPIC_014: Impact of partner violence on women's work who work for money,W4M: Working for money,PHYSORSEX: Physical and/or sexual violence,PARTNER: Partner,ALOLIFE: At least once in their lifetime,PREGNANCY: During pregnancy,2.3
2007,MH: Marshall Islands,VAW_TOPIC_014: Impact of partner violence on women's work who work for money,W4M: Working for money,PHYSORSEX: Physical and/or sexual violence,PARTNER: Partner,ALOLIFE: At least once in their lifetime,PREGNANCY: During pregnancy,0.0
2012,MH: Marshall Islands,VAW_TOPIC_014: Impact of partner violence on women's work who work for money,W4M: Working for money,PHYSORSEX: Physical and/or sexual violence,PARTNER: Partner,ALOLIFE: At least once in their lifetime,PREGNANCY: During pregnancy,24.8
2007,MH: Marshall Islands,VAW_TOPIC_015: Impact of partner violence on the wellbeing of children,CHI614: With children 6-14 years old,PHYSORSEX: Physical and/or sexual violence,PARTNER: Partner,ALOLIFE: At least once in their lifetime,PREGNANCY: During pregnancy,0.0
2012,MH: Marshall Islands,VAW_TOPIC_015: Impact of partner violence on the wellbeing of children,CHI614: With children 6-14 years old,PHYSORSEX: Physical and/or sexual violence,PARTNER: Partner,ALOLIFE: At least once in their lifetime,PREGNANCY: During pregnancy,29.4
2007,MH: Marshall Islands,VAW_TOPIC_015: Impact of partner violence on the wellbeing of children,CHI614: With children 6-14 years old,PHYSORSEX: Physical and/or sexual violence,PARTNER: Partner,ALOLIFE: At least once in their lifetime,PREGNANCY: During pregnancy,0.0
2012,MH: Marshall Islands,VAW_TOPIC_015: Impact of partner violence on the wellbeing of children,CHI614: With children 6-14 years old,PHYSORSEX: Physical and/or sexual violence,PARTNER: Partner,ALOLIFE: At least once in their lifetime,PREGNANCY: During pregnancy,22.3
2007,MH: Marshall Islands,VAW_TOPIC_015: Impact of partner violence on the wellbeing of children,CHI614: With children 6-14 years old,PHYSORSEX: Physical and/or sexual violence,PARTNER: Partner,ALOLIFE: At least once in their lifetime,PREGNANCY: During pregnancy,0.0
2012,MH: Marshall Islands,VAW_TOPIC_015: Impact of partner violence on the wellbeing of children,CHI614: With children 6-14 years old,PHYSORSEX: Physical and/or sexual violence,PARTNER: Partner,ALOLIFE: At least once in their lifetime,PREGNANCY: During pregnancy,7.3
2007,MH: Marshall Islands,VAW_TOPIC_015: Impact of partner violence on the wellbeing of children,CHI614: With children 6-14 years old,PHYSORSEX: Physical and/or sexual violence,PARTNER: Partner,ALOLIFE: At least once in their lifetime,PREGNANCY: During pregnancy,0.0
2012,MH: Marshall Islands,VAW_TOPIC_015: Impact of partner violence on the wellbeing of children,CHI614: With children 6-14 years old,PHYSORSEX: Physical and/or sexual violence,PARTNER: Partner,ALOLIFE: At least once in their lifetime,PREGNANCY: During pregnancy,31.7
2007,MH: Marshall Islands,VAW_TOPIC_015: Impact of partner violence on the wellbeing of children,CHI614: With children 6-14 years old,PHYSORSEX: Physical and/or sexual violence,PARTNER: Partner,ALOLIFE: At least once in their lifetime,PREGNANCY: During pregnancy,0.0
2012,MH: Marshall Islands,VAW_TOPIC_015: Impact of partner violence on the wellbeing of children,CHI614: With children 6-14 years old,PHYSORSEX: Physical and/or sexual violence,PARTNER: Partner,ALOLIFE: At least once in their lifetime,PREGNANCY: During pregnancy,26.8
2007,MH: Marshall Islands,VAW_TOPIC_015: Impact of partner violence on the wellbeing of children,CHI614: With children 6-14 years old,PHYSORSEX: Physical and/or sexual violence,PARTNER: Partner,ALOLIFE: At least once in their lifetime,PREGNANCY: During pregnancy,0.0
2012,MH: Marshall Islands,VAW_TOPIC_015: Impact of partner violence on the wellbeing of children,CHI614: With children 6-14 years old,PHYSORSEX: Physical and/or sexual violence,PARTNER: Partner,ALOLIFE: At least once in their lifetime,PREGNANCY: During pregnancy,12.2
2013,NR: Nauru,VAW_TOPIC_011: Injuries from physical or sexual partner violence,EVPART: Ever-partnered,PHYS: Physical violence,PARTNER: Partner,ALO12M: At least once in the past 12 months,PREGNANCY: During pregnancy,0.0
2013,NR: Nauru,VAW_TOPIC_011: Injuries from physical or sexual partner violence,EVPART: Ever-partnered,PHYS: Physical violence,PARTNER: Partner,ALOLIFE: At least once in their lifetime,PREGNANCY: During pregnancy,0.0
2013,NR: Nauru,VAW_TOPIC_011: Injuries from physical or sexual partner violence,EVPART: Ever-partnered,PHYSORSEX: Physical and/or sexual violence,PARTNER: Partner,ALO12M: At least once in the past 12 months,PREGNANCY: During pregnancy,15.9
2013,NR: Nauru,VAW_TOPIC_011: Injuries from physical or sexual partner violence,EVPART: Ever-partnered,PHYSORSEX: Physical and/or sexual violence,PARTNER: Partner,ALO12M: At least once in the past 12 months,PREGNANCY: During pregnancy,1.6
2013,NR: Nauru,VAW_TOPIC_011: Injuries from physical or sexual partner violence,EVPART: Ever-partnered,PHYSORSEX: Physical and/or sexual violence,PARTNER: Partner,ALOLIFE: At least once in their lifetime,PREGNANCY: During pregnancy,17.5
2013,NR: Nauru,VAW_TOPIC_011: Injuries from physical or sexual partner violence,EVPART: Ever-partnered,PHYSORSEX: Physical and/or sexual violence,PARTNER: Partner,ALOLIFE: At least once in their lifetime,PREGNANCY: During pregnancy,50.8
2013,NR: Nauru,VAW_TOPIC_011: Injuries from physical or sexual partner violence,EVPART: Ever-partnered,PHYSORSEX: Physical and/or sexual violence,PARTNER: Partner,ALOLIFE: At least once in their lifetime,PREGNANCY: During pregnancy,15.9
2013,NR: Nauru,VAW_TOPIC_011: Injuries from physical or sexual partner violence,EVPART: Ever-partnered,SEX: Sexual violence,PARTNER: Partner,ALO12M: At least once in the past 12 months,PREGNANCY: During pregnancy,0.0
2013,NR: Nauru,VAW_TOPIC_011: Injuries from physical or sexual partner violence,EVPART: Ever-partnered,SEX: Sexual violence,PARTNER: Partner,ALOLIFE: At least once in their lifetime,PREGNANCY: During pregnancy,0.0
2013,NR: Nauru,VAW_TOPIC_012: Impact of partner violence on women's health and wellbeing,EVPART: Ever-partnered,PHYSORSEX: Physical and/or sexual violence,PARTNER: Partner,ALOLIFE: At least once in their lifetime,PREGNANCY: During pregnancy,0.0
2013,NR: Nauru,VAW_TOPIC_012: Impact of partner violence on women's health and wellbeing,EVPART: Ever-partnered,PHYSORSEX: Physical and/or sexual violence,PARTNER: Partner,ALOLIFE: At least once in their lifetime,PREGNANCY: During pregnancy,36.4
2013,NR: Nauru,VAW_TOPIC_012: Impact of partner violence on women's health and wellbeing,EVPART: Ever-partnered,PHYSORSEX: Physical and/or sexual violence,PARTNER: Partner,ALOLIFE: At least once in their lifetime,PREGNANCY: During pregnancy,0.0
2013,NR: Nauru,VAW_TOPIC_012: Impact of partner violence on women's health and wellbeing,EVPART: Ever-partnered,PHYSORSEX: Physical and/or sexual violence,PARTNER: Partner,ALOLIFE: At least once in their lifetime,PREGNANCY: During pregnancy,0.0
2013,NR: Nauru,VAW_TOPIC_012: Impact of partner violence on women's health and wellbeing,EVPART: Ever-partnered,PHYSORSEX: Physical and/or sexual violence,PARTNER: Partner,ALOLIFE: At least once in their lifetime,PREGNANCY: During pregnancy,0.0
2013,NR: Nauru,VAW_TOPIC_012: Impact of partner violence on women's health and wellbeing,EVPART: Ever-partnered,PHYSORSEX: Physical and/or sexual violence,PARTNER: Partner,ALOLIFE: At least once in their lifetime,PREGNANCY: During pregnancy,0.0
2013,NR: Nauru,VAW_TOPIC_012: Impact of partner violence on women's health and wellbeing,EVPART: Ever-partnered,PHYSORSEX: Physical and/or sexual violence,PARTNER: Partner,ALOLIFE: At least once in their lifetime,PREGNANCY: During pregnancy,0.0
2013,NR: Nauru,VAW_TOPIC_012: Impact of partner violence on women's health and wellbeing,EVPART: Ever-partnered,PHYSORSEX: Physical and/or sexual violence,PARTNER: Partner,ALOLIFE: At least once in their lifetime,PREGNANCY: During pregnancy,0.0
2013,NR: Nauru,VAW_TOPIC_012: Impact of partner violence on women's health and wellbeing,EVPART: Ever-partnered,PHYSORSEX: Physical and/or sexual violence,PARTNER: Partner,ALOLIFE: At least once in their lifetime,PREGNANCY: During pregnancy,0.0
2013,NR: Nauru,VAW_TOPIC_013: Impact of partner violence on women's reproductive health,EVPREG: Ever pregnant,PHYSORSEX: Physical and/or sexual violence,PARTNER: Partner,ALOLIFE: At least once in their lifetime,PREGNANCY: During pregnancy,0.0
2013,NR: Nauru,VAW_TOPIC_013: Impact of partner violence on women's reproductive health,EVPREG: Ever pregnant,PHYSORSEX: Physical and/or sexual violence,PARTNER: Partner,ALOLIFE: At least once in their lifetime,PREGNANCY: During pregnancy,0.0
2013,NR: Nauru,VAW_TOPIC_013: Impact of partner violence on women's reproductive health,EVPREG: Ever pregnant,PHYSORSEX: Physical and/or sexual violence,PARTNER: Partner,ALOLIFE: At least once in their lifetime,PREGNANCY: During pregnancy,0.0
2013,NR: Nauru,VAW_TOPIC_013: Impact of partner violence on women's reproductive health,EVPREG: Ever pregnant,PHYSORSEX: Physical and/or sexual violence,PARTNER: Partner,ALOLIFE: At least once in their lifetime,PREGNANCY: During pregnancy,0.0
2013,NR: Nauru,VAW_TOPIC_013: Impact of partner violence on women's reproductive health,EVPREG: Ever pregnant,PHYSORSEX: Physical and/or sexual violence,PARTNER: Partner,ALOLIFE: At least once in their lifetime,PREGNANCY: During pregnancy,0.0
2013,NR: Nauru,VAW_TOPIC_013: Impact of partner violence on women's reproductive health,EVPREG: Ever pregnant,PHYSORSEX: Physical and/or sexual violence,PARTNER: Partner,ALOLIFE: At least once in their lifetime,PREGNANCY: During pregnancy,0.0
2013,NR: Nauru,VAW_TOPIC_014: Impact of partner violence on women's work who work for money,W4M: Working for money,PHYSORSEX: Physical and/or sexual violence,PARTNER: Partner,ALOLIFE: At least once in their lifetime,PREGNANCY: During pregnancy,9.1
2013,NR: Nauru,VAW_TOPIC_014: Impact of partner violence on women's work who work for money,W4M: Working for money,PHYSORSEX: Physical and/or sexual violence,PARTNER: Partner,ALOLIFE: At least once in their lifetime,PREGNANCY: During pregnancy,7.3
2013,NR: Nauru,VAW_TOPIC_014: Impact of partner violence on women's work who work for money,W4M: Working for money,PHYSORSEX: Physical and/or sexual violence,PARTNER: Partner,ALOLIFE: At least once in their lifetime,PREGNANCY: During pregnancy,10.9
2013,NR: Nauru,VAW_TOPIC_014: Impact of partner violence on women's work who work for money,W4M: Working for money,PHYSORSEX: Physical and/or sexual violence,PARTNER: Partner,ALOLIFE: At least once in their lifetime,PREGNANCY: During pregnancy,10.9
2013,NR: Nauru,VAW_TOPIC_015: Impact of partner violence on the wellbeing of children,CHI614: With children 6-14 years old,PHYSORSEX: Physical and/or sexual violence,PARTNER: Partner,ALOLIFE: At least once in their lifetime,PREGNANCY: During pregnancy,0.0
2013,NR: Nauru,VAW_TOPIC_015: Impact of partner violence on the wellbeing of children,CHI614: With children 6-14 years old,PHYSORSEX: Physical and/or sexual violence,PARTNER: Partner,ALOLIFE: At least once in their lifetime,PREGNANCY: During pregnancy,0.0
2013,NR: Nauru,VAW_TOPIC_015: Impact of partner violence on the wellbeing of children,CHI614: With children 6-14 years old,PHYSORSEX: Physical and/or sexual violence,PARTNER: Partner,ALOLIFE: At least once in their lifetime,PREGNANCY: During pregnancy,0.0
2013,NR: Nauru,VAW_TOPIC_015: Impact of partner violence on the wellbeing of children,CHI614: With children 6-14 years old,PHYSORSEX: Physical and/or sexual violence,PARTNER: Partner,ALOLIFE: At least once in their lifetime,PREGNANCY: During pregnancy,0.0
2013,NR: Nauru,VAW_TOPIC_015: Impact of partner violence on the wellbeing of children,CHI614: With children 6-14 years old,PHYSORSEX: Physical and/or sexual violence,PARTNER: Partner,ALOLIFE: At least once in their lifetime,PREGNANCY: During pregnancy,0.0
2013,NR: Nauru,VAW_TOPIC_015: Impact of partner violence on the wellbeing of children,CHI614: With children 6-14 years old,PHYSORSEX: Physical and/or sexual violence,PARTNER: Partner,ALOLIFE: At least once in their lifetime,PREGNANCY: During pregnancy,0.0
2018,PG: Papua New Guinea,VAW_TOPIC_011: Injuries from physical or sexual partner violence,EVPART: Ever-partnered,PHYS: Physical violence,PARTNER: Partner,ALO12M: At least once in the past 12 months,PREGNANCY: During pregnancy,62.7
2018,PG: Papua New Guinea,VAW_TOPIC_011: Injuries from physical or sexual partner violence,EVPART: Ever-partnered,PHYS: Physical violence,PARTNER: Partner,ALOLIFE: At least once in their lifetime,PREGNANCY: During pregnancy,60.1
2018,PG: Papua New Guinea,VAW_TOPIC_011: Injuries from physical or sexual partner violence,EVPART: Ever-partnered,PHYSORSEX: Physical and/or sexual violence,PARTNER: Partner,ALO12M: At least once in the past 12 months,PREGNANCY: During pregnancy,59.3
2018,PG: Papua New Guinea,VAW_TOPIC_011: Injuries from physical or sexual partner violence,EVPART: Ever-partnered,PHYSORSEX: Physical and/or sexual violence,PARTNER: Partner,ALO12M: At least once in the past 12 months,PREGNANCY: During pregnancy,0.0
2018,PG: Papua New Guinea,VAW_TOPIC_011: Injuries from physical or sexual partner violence,EVPART: Ever-partnered,PHYSORSEX: Physical and/or sexual violence,PARTNER: Partner,ALOLIFE: At least once in their lifetime,PREGNANCY: During pregnancy,0.0
2018,PG: Papua New Guinea,VAW_TOPIC_011: Injuries from physical or sexual partner violence,EVPART: Ever-partnered,PHYSORSEX: Physical and/or sexual violence,PARTNER: Partner,ALOLIFE: At least once in their lifetime,PREGNANCY: During pregnancy,0.0
2018,PG: Papua New Guinea,VAW_TOPIC_011: Injuries from physical or sexual partner violence,EVPART: Ever-partnered,PHYSORSEX: Physical and/or sexual violence,PARTNER: Partner,ALOLIFE: At least once in their lifetime,PREGNANCY: During pregnancy,0.0
2018,PG: Papua New Guinea,VAW_TOPIC_011: Injuries from physical or sexual partner violence,EVPART: Ever-partnered,SEX: Sexual violence,PARTNER: Partner,ALO12M: At least once in the past 12 months,PREGNANCY: During pregnancy,67.9
2018,PG: Papua New Guinea,VAW_TOPIC_011: Injuries from physical or sexual partner violence,EVPART: Ever-partnered,SEX: Sexual violence,PARTNER: Partner,ALOLIFE: At least once in their lifetime,PREGNANCY: During pregnancy,66.1
2018,PG: Papua New Guinea,VAW_TOPIC_012: Impact of partner violence on women's health and wellbeing,EVPART: Ever-partnered,PHYSORSEX: Physical and/or sexual violence,PARTNER: Partner,ALOLIFE: At least once in their lifetime,PREGNANCY: During pregnancy,0.0
2018,PG: Papua New Guinea,VAW_TOPIC_012: Impact of partner violence on women's health and wellbeing,EVPART: Ever-partnered,PHYSORSEX: Physical and/or sexual violence,PARTNER: Partner,ALOLIFE: At least once in their lifetime,PREGNANCY: During pregnancy,0.0
2018,PG: Papua New Guinea,VAW_TOPIC_012: Impact of partner violence on women's health and wellbeing,EVPART: Ever-partnered,PHYSORSEX: Physical and/or sexual violence,PARTNER: Partner,ALOLIFE: At least once in their lifetime,PREGNANCY: During pregnancy,0.0
2018,PG: Papua New Guinea,VAW_TOPIC_012: Impact of partner violence on women's health and wellbeing,EVPART: Ever-partnered,PHYSORSEX: Physical and/or sexual violence,PARTNER: Partner,ALOLIFE: At least once in their lifetime,PREGNANCY: During pregnancy,0.0
2018,PG: Papua New Guinea,VAW_TOPIC_012: Impact of partner violence on women's health and wellbeing,EVPART: Ever-partnered,PHYSORSEX: Physical and/or sexual violence,PARTNER: Partner,ALOLIFE: At least once in their lifetime,PREGNANCY: During pregnancy,0.0
2018,PG: Papua New Guinea,VAW_TOPIC_012: Impact of partner violence on women's health and wellbeing,EVPART: Ever-partnered,PHYSORSEX: Physical and/or sexual violence,PARTNER: Partner,ALOLIFE: At least once in their lifetime,PREGNANCY: During pregnancy,0.0
2018,PG: Papua New Guinea,VAW_TOPIC_012: Impact of partner violence on women's health and wellbeing,EVPART: Ever-partnered,PHYSORSEX: Physical and/or sexual violence,PARTNER: Partner,ALOLIFE: At least once in their lifetime,PREGNANCY: During pregnancy,0.0
2018,PG: Papua New Guinea,VAW_TOPIC_012: Impact of partner violence on women's health and wellbeing,EVPART: Ever-partnered,PHYSORSEX: Physical and/or sexual violence,PARTNER: Partner,ALOLIFE: At least once in their lifetime,PREGNANCY: During pregnancy,0.0
2018,PG: Papua New Guinea,VAW_TOPIC_012: Impact of partner violence on women's health and wellbeing,EVPART: Ever-partnered,PHYSORSEX: Physical and/or sexual violence,PARTNER: Partner,ALOLIFE: At least once in their lifetime,PREGNANCY: During pregnancy,0.0
2018,PG: Papua New Guinea,VAW_TOPIC_013: Impact of partner violence on women's reproductive health,EVPREG: Ever pregnant,PHYSORSEX: Physical and/or sexual violence,PARTNER: Partner,ALOLIFE: At least once in their lifetime,PREGNANCY: During pregnancy,0.0
2018,PG: Papua New Guinea,VAW_TOPIC_013: Impact of partner violence on women's reproductive health,EVPREG: Ever pregnant,PHYSORSEX: Physical and/or sexual violence,PARTNER: Partner,ALOLIFE: At least once in their lifetime,PREGNANCY: During pregnancy,0.0
2018,PG: Papua New Guinea,VAW_TOPIC_013: Impact of partner violence on women's reproductive health,EVPREG: Ever pregnant,PHYSORSEX: Physical and/or sexual violence,PARTNER: Partner,ALOLIFE: At least once in their lifetime,PREGNANCY: During pregnancy,0.0
2018,PG: Papua New Guinea,VAW_TOPIC_013: Impact of partner violence on women's reproductive health,EVPREG: Ever pregnant,PHYSORSEX: Physical and/or sexual violence,PARTNER: Partner,ALOLIFE: At least once in their lifetime,PREGNANCY: During pregnancy,0.0
2018,PG: Papua New Guinea,VAW_TOPIC_013: Impact of partner violence on women's reproductive health,EVPREG: Ever pregnant,PHYSORSEX: Physical and/or sexual violence,PARTNER: Partner,ALOLIFE: At least once in their lifetime,PREGNANCY: During pregnancy,0.0
2018,PG: Papua New Guinea,VAW_TOPIC_013: Impact of partner violence on women's reproductive health,EVPREG: Ever pregnant,PHYSORSEX: Physical and/or sexual violence,PARTNER: Partner,ALOLIFE: At least once in their lifetime,PREGNANCY: During pregnancy,0.0
2018,PG: Papua New Guinea,VAW_TOPIC_014: Impact of partner violence on women's work who work for money,W4M: Working for money,PHYSORSEX: Physical and/or sexual violence,PARTNER: Partner,ALOLIFE: At least once in their lifetime,PREGNANCY: During pregnancy,0.0
2018,PG: Papua New Guinea,VAW_TOPIC_014: Impact of partner violence on women's work who work for money,W4M: Working for money,PHYSORSEX: Physical and/or sexual violence,PARTNER: Partner,ALOLIFE: At least once in their lifetime,PREGNANCY: During pregnancy,0.0
2018,PG: Papua New Guinea,VAW_TOPIC_014: Impact of partner violence on women's work who work for money,W4M: Working for money,PHYSORSEX: Physical and/or sexual violence,PARTNER: Partner,ALOLIFE: At least once in their lifetime,PREGNANCY: During pregnancy,0.0
2018,PG: Papua New Guinea,VAW_TOPIC_014: Impact of partner violence on women's work who work for money,W4M: Working for money,PHYSORSEX: Physical and/or sexual violence,PARTNER: Partner,ALOLIFE: At least once in their lifetime,PREGNANCY: During pregnancy,0.0
2018,PG: Papua New Guinea,VAW_TOPIC_015: Impact of partner violence on the wellbeing of children,CHI614: With children 6-14 years old,PHYSORSEX: Physical and/or sexual violence,PARTNER: Partner,ALOLIFE: At least once in their lifetime,PREGNANCY: During pregnancy,0.0
2018,PG: Papua New Guinea,VAW_TOPIC_015: Impact of partner violence on the wellbeing of children,CHI614: With children 6-14 years old,PHYSORSEX: Physical and/or sexual violence,PARTNER: Partner,ALOLIFE: At least once in their lifetime,PREGNANCY: During pregnancy,0.0
2018,PG: Papua New Guinea,VAW_TOPIC_015: Impact of partner violence on the wellbeing of children,CHI614: With children 6-14 years old,PHYSORSEX: Physical and/or sexual violence,PARTNER: Partner,ALOLIFE: At least once in their lifetime,PREGNANCY: During pregnancy,0.0
2018,PG: Papua New Guinea,VAW_TOPIC_015: Impact of partner violence on the wellbeing of children,CHI614: With children 6-14 years old,PHYSORSEX: Physical and/or sexual violence,PARTNER: Partner,ALOLIFE: At least once in their lifetime,PREGNANCY: During pregnancy,0.0
2018,PG: Papua New Guinea,VAW_TOPIC_015: Impact of partner violence on the wellbeing of children,CHI614: With children 6-14 years old,PHYSORSEX: Physical and/or sexual violence,PARTNER: Partner,ALOLIFE: At least once in their lifetime,PREGNANCY: During pregnancy,0.0
2018,PG: Papua New Guinea,VAW_TOPIC_015: Impact of partner violence on the wellbeing of children,CHI614: With children 6-14 years old,PHYSORSEX: Physical and/or sexual violence,PARTNER: Partner,ALOLIFE: At least once in their lifetime,PREGNANCY: During pregnancy,0.0
2014,PW: Palau,VAW_TOPIC_011: Injuries from physical or sexual partner violence,EVPART: Ever-partnered,PHYS: Physical violence,PARTNER: Partner,ALO12M: At least once in the past 12 months,PREGNANCY: During pregnancy,0.0
2014,PW: Palau,VAW_TOPIC_011: Injuries from physical or sexual partner violence,EVPART: Ever-partnered,PHYS: Physical violence,PARTNER: Partner,ALOLIFE: At least once in their lifetime,PREGNANCY: During pregnancy,0.0
2014,PW: Palau,VAW_TOPIC_011: Injuries from physical or sexual partner violence,EVPART: Ever-partnered,PHYSORSEX: Physical and/or sexual violence,PARTNER: Partner,ALO12M: At least once in the past 12 months,PREGNANCY: During pregnancy,7.2
2014,PW: Palau,VAW_TOPIC_011: Injuries from physical or sexual partner violence,EVPART: Ever-partnered,PHYSORSEX: Physical and/or sexual violence,PARTNER: Partner,ALO12M: At least once in the past 12 months,PREGNANCY: During pregnancy,2.7
2014,PW: Palau,VAW_TOPIC_011: Injuries from physical or sexual partner violence,EVPART: Ever-partnered,PHYSORSEX: Physical and/or sexual violence,PARTNER: Partner,ALOLIFE: At least once in their lifetime,PREGNANCY: During pregnancy,18.5
2014,PW: Palau,VAW_TOPIC_011: Injuries from physical or sexual partner violence,EVPART: Ever-partnered,PHYSORSEX: Physical and/or sexual violence,PARTNER: Partner,ALOLIFE: At least once in their lifetime,PREGNANCY: During pregnancy,46.9
2014,PW: Palau,VAW_TOPIC_011: Injuries from physical or sexual partner violence,EVPART: Ever-partnered,PHYSORSEX: Physical and/or sexual violence,PARTNER: Partner,ALOLIFE: At least once in their lifetime,PREGNANCY: During pregnancy,11.2
2014,PW: Palau,VAW_TOPIC_011: Injuries from physical or sexual partner violence,EVPART: Ever-partnered,SEX: Sexual violence,PARTNER: Partner,ALO12M: At least once in the past 12 months,PREGNANCY: During pregnancy,0.0
2014,PW: Palau,VAW_TOPIC_011: Injuries from physical or sexual partner violence,EVPART: Ever-partnered,SEX: Sexual violence,PARTNER: Partner,ALOLIFE: At least once in their lifetime,PREGNANCY: During pregnancy,0.0
2014,PW: Palau,VAW_TOPIC_012: Impact of partner violence on women's health and wellbeing,EVPART: Ever-partnered,PHYSORSEX: Physical and/or sexual violence,PARTNER: Partner,ALOLIFE: At least once in their lifetime,PREGNANCY: During pregnancy,3.7
2014,PW: Palau,VAW_TOPIC_012: Impact of partner violence on women's health and wellbeing,EVPART: Ever-partnered,PHYSORSEX: Physical and/or sexual violence,PARTNER: Partner,ALOLIFE: At least once in their lifetime,PREGNANCY: During pregnancy,55.3
2014,PW: Palau,VAW_TOPIC_012: Impact of partner violence on women's health and wellbeing,EVPART: Ever-partnered,PHYSORSEX: Physical and/or sexual violence,PARTNER: Partner,ALOLIFE: At least once in their lifetime,PREGNANCY: During pregnancy,29.2
2014,PW: Palau,VAW_TOPIC_012: Impact of partner violence on women's health and wellbeing,EVPART: Ever-partnered,PHYSORSEX: Physical and/or sexual violence,PARTNER: Partner,ALOLIFE: At least once in their lifetime,PREGNANCY: During pregnancy,7.7
2014,PW: Palau,VAW_TOPIC_012: Impact of partner violence on women's health and wellbeing,EVPART: Ever-partnered,PHYSORSEX: Physical and/or sexual violence,PARTNER: Partner,ALOLIFE: At least once in their lifetime,PREGNANCY: During pregnancy,11.3
2014,PW: Palau,VAW_TOPIC_012: Impact of partner violence on women's health and wellbeing,EVPART: Ever-partnered,PHYSORSEX: Physical and/or sexual violence,PARTNER: Partner,ALOLIFE: At least once in their lifetime,PREGNANCY: During pregnancy,11.8
2014,PW: Palau,VAW_TOPIC_012: Impact of partner violence on women's health and wellbeing,EVPART: Ever-partnered,PHYSORSEX: Physical and/or sexual violence,PARTNER: Partner,ALOLIFE: At least once in their lifetime,PREGNANCY: During pregnancy,14.6
2014,PW: Palau,VAW_TOPIC_012: Impact of partner violence on women's health and wellbeing,EVPART: Ever-partnered,PHYSORSEX: Physical and/or sexual violence,PARTNER: Partner,ALOLIFE: At least once in their lifetime,PREGNANCY: During pregnancy,6.6
2014,PW: Palau,VAW_TOPIC_012: Impact of partner violence on women's health and wellbeing,EVPART: Ever-partnered,PHYSORSEX: Physical and/or sexual violence,PARTNER: Partner,ALOLIFE: At least once in their lifetime,PREGNANCY: During pregnancy,19.7
2014,PW: Palau,VAW_TOPIC_013: Impact of partner violence on women's reproductive health,EVPREG: Ever pregnant,PHYSORSEX: Physical and/or sexual violence,PARTNER: Partner,ALOLIFE: At least once in their lifetime,PREGNANCY: During pregnancy,1.7
2014,PW: Palau,VAW_TOPIC_013: Impact of partner violence on women's reproductive health,EVPREG: Ever pregnant,PHYSORSEX: Physical and/or sexual violence,PARTNER: Partner,ALOLIFE: At least once in their lifetime,PREGNANCY: During pregnancy,8.0
2014,PW: Palau,VAW_TOPIC_013: Impact of partner violence on women's reproductive health,EVPREG: Ever pregnant,PHYSORSEX: Physical and/or sexual violence,PARTNER: Partner,ALOLIFE: At least once in their lifetime,PREGNANCY: During pregnancy,0.0
2014,PW: Palau,VAW_TOPIC_013: Impact of partner violence on women's reproductive health,EVPREG: Ever pregnant,PHYSORSEX: Physical and/or sexual violence,PARTNER: Partner,ALOLIFE: At least once in their lifetime,PREGNANCY: During pregnancy,2.0
2014,PW: Palau,VAW_TOPIC_013: Impact of partner violence on women's reproductive health,EVPREG: Ever pregnant,PHYSORSEX: Physical and/or sexual violence,PARTNER: Partner,ALOLIFE: At least once in their lifetime,PREGNANCY: During pregnancy,18.7
