DATAFLOW,FREQ: Frequency,TIME_PERIOD: Time,GEO_PICT: Pacific Island Countries and territories,TOPIC: Topic,INDICATOR: Indicator,SEX: Sex,AGE: Age,CONDITION: Women’s condition,VIOLENCE_TYPE: Type of violence,PERPETRATOR: Perpetrator,ACTUALITY: Actuality,LIFEPER: Period of life,OUTCOME: Outcome,RESPONSE: Response,HELP_REASON: Reason for searching help,HELP_PROVIDER: Help provider,OBS_VALUE,UNIT_MEASURE: Unit of measure,UNIT_MULT: Unit multiplier,OBS_STATUS: Observation Status,DATA_SOURCE: Data source,OBS_COMMENT: Comment
SPC:DF_VAW(1.0),A: Annual,2011,FJ: Fiji,VAW_TOPIC_001: Types of violence against women by partner,NUMPERRF: Number of persons in relative frequency,F: Female,Y15T64: 15-64,EVPART: Ever-partnered,EMO: Emotional violence,PARTNER: Partner,ALO12M: At least once in the past 12 months,_T: Any,_T: Any,_T: Any,_T: Any,_T: Any,28.8,PERCENT: percent,,,Fiji VAW report 2010-2011,Women age 18-64 years.
SPC:DF_VAW(1.0),A: Annual,2011,FJ: Fiji,VAW_TOPIC_001: Types of violence against women by partner,NUMPERRF: Number of persons in relative frequency,F: Female,Y15T64: 15-64,EVPART: Ever-partnered,EMO: Emotional violence,PARTNER: Partner,ALOLIFE: At least once in their lifetime,_T: Any,_T: Any,_T: Any,_T: Any,_T: Any,58.3,PERCENT: percent,,,Fiji VAW report 2010-2011,Women age 18-64 years.
SPC:DF_VAW(1.0),A: Annual,2011,FJ: Fiji,VAW_TOPIC_001: Types of violence against women by partner,NUMPERRF: Number of persons in relative frequency,F: Female,Y15T64: 15-64,EVPART: Ever-partnered,PHYS: Physical violence,PARTNER: Partner,ALO12M: At least once in the past 12 months,_T: Any,_T: Any,_T: Any,_T: Any,_T: Any,19.4,PERCENT: percent,,,Fiji VAW report 2010-2011,Women age 18-64 years.
SPC:DF_VAW(1.0),A: Annual,2011,FJ: Fiji,VAW_TOPIC_001: Types of violence against women by partner,NUMPERRF: Number of persons in relative frequency,F: Female,Y15T64: 15-64,EVPART: Ever-partnered,PHYS: Physical violence,PARTNER: Partner,ALOLIFE: At least once in their lifetime,_T: Any,_T: Any,_T: Any,_T: Any,_T: Any,61.1,PERCENT: percent,,,Fiji VAW report 2010-2011,Women age 18-64 years.
SPC:DF_VAW(1.0),A: Annual,2011,FJ: Fiji,VAW_TOPIC_001: Types of violence against women by partner,NUMPERRF: Number of persons in relative frequency,F: Female,Y15T64: 15-64,EVPART: Ever-partnered,PHYSORSEX: Physical and/or sexual violence,PARTNER: Partner,ALO12M: At least once in the past 12 months,_T: Any,_T: Any,_T: Any,_T: Any,_T: Any,23.7,PERCENT: percent,,,Fiji VAW report 2010-2011,Women age 18-64 years.
SPC:DF_VAW(1.0),A: Annual,2011,FJ: Fiji,VAW_TOPIC_001: Types of violence against women by partner,NUMPERRF: Number of persons in relative frequency,F: Female,Y15T64: 15-64,EVPART: Ever-partnered,PHYSORSEX: Physical and/or sexual violence,PARTNER: Partner,ALOLIFE: At least once in their lifetime,_T: Any,_T: Any,_T: Any,_T: Any,_T: Any,64.1,PERCENT: percent,,,Fiji VAW report 2010-2011,Women age 18-64 years.
SPC:DF_VAW(1.0),A: Annual,2011,FJ: Fiji,VAW_TOPIC_001: Types of violence against women by partner,NUMPERRF: Number of persons in relative frequency,F: Female,Y15T64: 15-64,EVPART: Ever-partnered,SEX: Sexual violence,PARTNER: Partner,ALO12M: At least once in the past 12 months,_T: Any,_T: Any,_T: Any,_T: Any,_T: Any,14.2,PERCENT: percent,,,Fiji VAW report 2010-2011,Women age 18-64 years.
SPC:DF_VAW(1.0),A: Annual,2011,FJ: Fiji,VAW_TOPIC_001: Types of violence against women by partner,NUMPERRF: Number of persons in relative frequency,F: Female,Y15T64: 15-64,EVPART: Ever-partnered,SEX: Sexual violence,PARTNER: Partner,ALOLIFE: At least once in their lifetime,_T: Any,_T: Any,_T: Any,_T: Any,_T: Any,33.9,PERCENT: percent,,,Fiji VAW report 2010-2011,Women age 18-64 years.
SPC:DF_VAW(1.0),A: Annual,2011,FJ: Fiji,VAW_TOPIC_001: Types of violence against women by partner,NUMPERRF: Number of persons in relative frequency,F: Female,Y15T64: 15-64,EVPREG: Ever pregnant,_T: Any,_T: Any,_T: Any,PREGNANCY: During pregnancy,_T: Any,_T: Any,_T: Any,_T: Any,15.2,PERCENT: percent,,,Fiji VAW report 2010-2011,Women age 18-64 years.
SPC:DF_VAW(1.0),A: Annual,2011,FJ: Fiji,VAW_TOPIC_002: Partner Physical violence by severity,NUMPERRF: Number of persons in relative frequency,F: Female,Y15T64: 15-64,EVPART: Ever-partnered,PHYS_MOD: Moderate physical violence,PARTNER: Partner,_T: Any,_T: Any,_T: Any,_T: Any,_T: Any,_T: Any,16.9,PERCENT: percent,,,Fiji VAW report 2010-2011,Women age 18-64 years.
SPC:DF_VAW(1.0),A: Annual,2011,FJ: Fiji,VAW_TOPIC_002: Partner Physical violence by severity,NUMPERRF: Number of persons in relative frequency,F: Female,Y15T64: 15-64,EVPART: Ever-partnered,PHYS_SEV: Severe physical violence,PARTNER: Partner,_T: Any,_T: Any,_T: Any,_T: Any,_T: Any,_T: Any,44.1,PERCENT: percent,,,Fiji VAW report 2010-2011,Women age 18-64 years.
SPC:DF_VAW(1.0),A: Annual,2011,FJ: Fiji,VAW_TOPIC_003: Act of physical violence by partners,NUMPERRF: Number of persons in relative frequency,F: Female,Y15T64: 15-64,EVPART: Ever-partnered,PHYS_CHOK: Choked or burnt on purpose,PARTNER: Partner,ALO12M: At least once in the past 12 months,_T: Any,_T: Any,_T: Any,_T: Any,_T: Any,2.3,PERCENT: percent,,,Fiji VAW report 2010-2011,Women age 18-64 years.
SPC:DF_VAW(1.0),A: Annual,2011,FJ: Fiji,VAW_TOPIC_003: Act of physical violence by partners,NUMPERRF: Number of persons in relative frequency,F: Female,Y15T64: 15-64,EVPART: Ever-partnered,PHYS_CHOK: Choked or burnt on purpose,PARTNER: Partner,ALOLIFE: At least once in their lifetime,_T: Any,_T: Any,_T: Any,_T: Any,_T: Any,5.9,PERCENT: percent,,,Fiji VAW report 2010-2011,Women age 18-64 years.
SPC:DF_VAW(1.0),A: Annual,2011,FJ: Fiji,VAW_TOPIC_003: Act of physical violence by partners,NUMPERRF: Number of persons in relative frequency,F: Female,Y15T64: 15-64,EVPART: Ever-partnered,PHYS_FIST: Hit with a fist or something else,PARTNER: Partner,ALO12M: At least once in the past 12 months,_T: Any,_T: Any,_T: Any,_T: Any,_T: Any,12.1,PERCENT: percent,,,Fiji VAW report 2010-2011,Women age 18-64 years.
SPC:DF_VAW(1.0),A: Annual,2011,FJ: Fiji,VAW_TOPIC_003: Act of physical violence by partners,NUMPERRF: Number of persons in relative frequency,F: Female,Y15T64: 15-64,EVPART: Ever-partnered,PHYS_FIST: Hit with a fist or something else,PARTNER: Partner,ALOLIFE: At least once in their lifetime,_T: Any,_T: Any,_T: Any,_T: Any,_T: Any,41.4,PERCENT: percent,,,Fiji VAW report 2010-2011,Women age 18-64 years.
SPC:DF_VAW(1.0),A: Annual,2011,FJ: Fiji,VAW_TOPIC_003: Act of physical violence by partners,NUMPERRF: Number of persons in relative frequency,F: Female,Y15T64: 15-64,EVPART: Ever-partnered,"PHYS_KICK: Kicked, dragged, beaten",PARTNER: Partner,ALO12M: At least once in the past 12 months,_T: Any,_T: Any,_T: Any,_T: Any,_T: Any,8,PERCENT: percent,,,Fiji VAW report 2010-2011,Women age 18-64 years.
SPC:DF_VAW(1.0),A: Annual,2011,FJ: Fiji,VAW_TOPIC_003: Act of physical violence by partners,NUMPERRF: Number of persons in relative frequency,F: Female,Y15T64: 15-64,EVPART: Ever-partnered,"PHYS_KICK: Kicked, dragged, beaten",PARTNER: Partner,ALOLIFE: At least once in their lifetime,_T: Any,_T: Any,_T: Any,_T: Any,_T: Any,26.9,PERCENT: percent,,,Fiji VAW report 2010-2011,Women age 18-64 years.
SPC:DF_VAW(1.0),A: Annual,2011,FJ: Fiji,VAW_TOPIC_003: Act of physical violence by partners,NUMPERRF: Number of persons in relative frequency,F: Female,Y15T64: 15-64,EVPART: Ever-partnered,PHYS_PUSH: Pushed or shoved,PARTNER: Partner,ALO12M: At least once in the past 12 months,_T: Any,_T: Any,_T: Any,_T: Any,_T: Any,12.1,PERCENT: percent,,,Fiji VAW report 2010-2011,Women age 18-64 years.
SPC:DF_VAW(1.0),A: Annual,2011,FJ: Fiji,VAW_TOPIC_003: Act of physical violence by partners,NUMPERRF: Number of persons in relative frequency,F: Female,Y15T64: 15-64,EVPART: Ever-partnered,PHYS_PUSH: Pushed or shoved,PARTNER: Partner,ALOLIFE: At least once in their lifetime,_T: Any,_T: Any,_T: Any,_T: Any,_T: Any,36.9,PERCENT: percent,,,Fiji VAW report 2010-2011,Women age 18-64 years.
SPC:DF_VAW(1.0),A: Annual,2011,FJ: Fiji,VAW_TOPIC_003: Act of physical violence by partners,NUMPERRF: Number of persons in relative frequency,F: Female,Y15T64: 15-64,EVPART: Ever-partnered,PHYS_SLAP: Slapped or having something thrown at them,PARTNER: Partner,ALO12M: At least once in the past 12 months,_T: Any,_T: Any,_T: Any,_T: Any,_T: Any,17.2,PERCENT: percent,,,Fiji VAW report 2010-2011,Women age 18-64 years.
SPC:DF_VAW(1.0),A: Annual,2011,FJ: Fiji,VAW_TOPIC_003: Act of physical violence by partners,NUMPERRF: Number of persons in relative frequency,F: Female,Y15T64: 15-64,EVPART: Ever-partnered,PHYS_SLAP: Slapped or having something thrown at them,PARTNER: Partner,ALOLIFE: At least once in their lifetime,_T: Any,_T: Any,_T: Any,_T: Any,_T: Any,57.3,PERCENT: percent,,,Fiji VAW report 2010-2011,Women age 18-64 years.
SPC:DF_VAW(1.0),A: Annual,2011,FJ: Fiji,VAW_TOPIC_003: Act of physical violence by partners,NUMPERRF: Number of persons in relative frequency,F: Female,Y15T64: 15-64,EVPART: Ever-partnered,"PHYS_WEAP: Threatened with or had a gun, knife or weapon used on them",PARTNER: Partner,ALO12M: At least once in the past 12 months,_T: Any,_T: Any,_T: Any,_T: Any,_T: Any,4,PERCENT: percent,,,Fiji VAW report 2010-2011,Women age 18-64 years.
SPC:DF_VAW(1.0),A: Annual,2011,FJ: Fiji,VAW_TOPIC_003: Act of physical violence by partners,NUMPERRF: Number of persons in relative frequency,F: Female,Y15T64: 15-64,EVPART: Ever-partnered,"PHYS_WEAP: Threatened with or had a gun, knife or weapon used on them",PARTNER: Partner,ALOLIFE: At least once in their lifetime,_T: Any,_T: Any,_T: Any,_T: Any,_T: Any,12.2,PERCENT: percent,,,Fiji VAW report 2010-2011,Women age 18-64 years.
SPC:DF_VAW(1.0),A: Annual,2011,FJ: Fiji,VAW_TOPIC_004: Acts of sexual violence by partners,NUMPERRF: Number of persons in relative frequency,F: Female,Y15T64: 15-64,EVPART: Ever-partnered,SEX_AFRAID: Having sexual intercourse because they were afraid of what partners could do,PARTNER: Partner,ALO12M: At least once in the past 12 months,_T: Any,_T: Any,_T: Any,_T: Any,_T: Any,10.1,PERCENT: percent,,,Fiji VAW report 2010-2011,Women age 18-64 years.
SPC:DF_VAW(1.0),A: Annual,2011,FJ: Fiji,VAW_TOPIC_004: Acts of sexual violence by partners,NUMPERRF: Number of persons in relative frequency,F: Female,Y15T64: 15-64,EVPART: Ever-partnered,SEX_AFRAID: Having sexual intercourse because they were afraid of what partners could do,PARTNER: Partner,ALOLIFE: At least once in their lifetime,_T: Any,_T: Any,_T: Any,_T: Any,_T: Any,25,PERCENT: percent,,,Fiji VAW report 2010-2011,Women age 18-64 years.
SPC:DF_VAW(1.0),A: Annual,2011,FJ: Fiji,VAW_TOPIC_004: Acts of sexual violence by partners,NUMPERRF: Number of persons in relative frequency,F: Female,Y15T64: 15-64,EVPART: Ever-partnered,SEX_DEGRAD: Forced to perform degrading or humiliating sexual act(s),PARTNER: Partner,ALO12M: At least once in the past 12 months,_T: Any,_T: Any,_T: Any,_T: Any,_T: Any,6.4,PERCENT: percent,,,Fiji VAW report 2010-2011,Women age 18-64 years.
SPC:DF_VAW(1.0),A: Annual,2011,FJ: Fiji,VAW_TOPIC_004: Acts of sexual violence by partners,NUMPERRF: Number of persons in relative frequency,F: Female,Y15T64: 15-64,EVPART: Ever-partnered,SEX_DEGRAD: Forced to perform degrading or humiliating sexual act(s),PARTNER: Partner,ALOLIFE: At least once in their lifetime,_T: Any,_T: Any,_T: Any,_T: Any,_T: Any,15,PERCENT: percent,,,Fiji VAW report 2010-2011,Women age 18-64 years.
SPC:DF_VAW(1.0),A: Annual,2011,FJ: Fiji,VAW_TOPIC_004: Acts of sexual violence by partners,NUMPERRF: Number of persons in relative frequency,F: Female,Y15T64: 15-64,EVPART: Ever-partnered,SEX_FORCE: Physically forced to have sexual intercourse when they did not want,PARTNER: Partner,ALO12M: At least once in the past 12 months,_T: Any,_T: Any,_T: Any,_T: Any,_T: Any,11.6,PERCENT: percent,,,Fiji VAW report 2010-2011,Women age 18-64 years.
SPC:DF_VAW(1.0),A: Annual,2011,FJ: Fiji,VAW_TOPIC_004: Acts of sexual violence by partners,NUMPERRF: Number of persons in relative frequency,F: Female,Y15T64: 15-64,EVPART: Ever-partnered,SEX_FORCE: Physically forced to have sexual intercourse when they did not want,PARTNER: Partner,ALOLIFE: At least once in their lifetime,_T: Any,_T: Any,_T: Any,_T: Any,_T: Any,27.7,PERCENT: percent,,,Fiji VAW report 2010-2011,Women age 18-64 years.
SPC:DF_VAW(1.0),A: Annual,2011,FJ: Fiji,VAW_TOPIC_005: Acts of emotional  violence by partners,NUMPERRF: Number of persons in relative frequency,F: Female,Y15T64: 15-64,EVPART: Ever-partnered,EMO_HUM: Belittled or humiliated,PARTNER: Partner,ALO12M: At least once in the past 12 months,_T: Any,_T: Any,_T: Any,_T: Any,_T: Any,16.8,PERCENT: percent,,,Fiji VAW report 2010-2011,Women age 18-64 years.
SPC:DF_VAW(1.0),A: Annual,2011,FJ: Fiji,VAW_TOPIC_005: Acts of emotional  violence by partners,NUMPERRF: Number of persons in relative frequency,F: Female,Y15T64: 15-64,EVPART: Ever-partnered,EMO_HUM: Belittled or humiliated,PARTNER: Partner,ALOLIFE: At least once in their lifetime,_T: Any,_T: Any,_T: Any,_T: Any,_T: Any,35,PERCENT: percent,,,Fiji VAW report 2010-2011,Women age 18-64 years.
SPC:DF_VAW(1.0),A: Annual,2011,FJ: Fiji,VAW_TOPIC_005: Acts of emotional  violence by partners,NUMPERRF: Number of persons in relative frequency,F: Female,Y15T64: 15-64,EVPART: Ever-partnered,EMO_INS: Insulted,PARTNER: Partner,ALO12M: At least once in the past 12 months,_T: Any,_T: Any,_T: Any,_T: Any,_T: Any,23.9,PERCENT: percent,,,Fiji VAW report 2010-2011,Women age 18-64 years.
SPC:DF_VAW(1.0),A: Annual,2011,FJ: Fiji,VAW_TOPIC_005: Acts of emotional  violence by partners,NUMPERRF: Number of persons in relative frequency,F: Female,Y15T64: 15-64,EVPART: Ever-partnered,EMO_INS: Insulted,PARTNER: Partner,ALOLIFE: At least once in their lifetime,_T: Any,_T: Any,_T: Any,_T: Any,_T: Any,50.9,PERCENT: percent,,,Fiji VAW report 2010-2011,Women age 18-64 years.
SPC:DF_VAW(1.0),A: Annual,2011,FJ: Fiji,VAW_TOPIC_005: Acts of emotional  violence by partners,NUMPERRF: Number of persons in relative frequency,F: Female,Y15T64: 15-64,EVPART: Ever-partnered,EMO_SCA: Scared or intimidated,PARTNER: Partner,ALO12M: At least once in the past 12 months,_T: Any,_T: Any,_T: Any,_T: Any,_T: Any,18.9,PERCENT: percent,,,Fiji VAW report 2010-2011,Women age 18-64 years.
SPC:DF_VAW(1.0),A: Annual,2011,FJ: Fiji,VAW_TOPIC_005: Acts of emotional  violence by partners,NUMPERRF: Number of persons in relative frequency,F: Female,Y15T64: 15-64,EVPART: Ever-partnered,EMO_SCA: Scared or intimidated,PARTNER: Partner,ALOLIFE: At least once in their lifetime,_T: Any,_T: Any,_T: Any,_T: Any,_T: Any,38.4,PERCENT: percent,,,Fiji VAW report 2010-2011,Women age 18-64 years.
SPC:DF_VAW(1.0),A: Annual,2011,FJ: Fiji,VAW_TOPIC_006: Acts of controlling behaviours by partners,NUMPERRF: Number of persons in relative frequency,F: Female,Y15T64: 15-64,EVPART: Ever-partnered,CONT_FRIENDS: Partner keeps her from seeing her friends,PARTNER: Partner,ALO12M: At least once in the past 12 months,_T: Any,_T: Any,_T: Any,_T: Any,_T: Any,,PERCENT: percent,,O: Missing value,Fiji VAW report 2010-2011,Women age 18-64 years.
SPC:DF_VAW(1.0),A: Annual,2011,FJ: Fiji,VAW_TOPIC_006: Acts of controlling behaviours by partners,NUMPERRF: Number of persons in relative frequency,F: Female,Y15T64: 15-64,EVPART: Ever-partnered,CONT_FRIENDS: Partner keeps her from seeing her friends,PARTNER: Partner,ALOLIFE: At least once in their lifetime,_T: Any,_T: Any,_T: Any,_T: Any,_T: Any,31.3,PERCENT: percent,,,Fiji VAW report 2010-2011,Women age 18-64 years.
SPC:DF_VAW(1.0),A: Annual,2011,FJ: Fiji,VAW_TOPIC_006: Acts of controlling behaviours by partners,NUMPERRF: Number of persons in relative frequency,F: Female,Y15T64: 15-64,EVPART: Ever-partnered,CONT_OTHMAN: Partner gets angry if she speaks with another man,PARTNER: Partner,ALO12M: At least once in the past 12 months,_T: Any,_T: Any,_T: Any,_T: Any,_T: Any,,PERCENT: percent,,O: Missing value,Fiji VAW report 2010-2011,Women age 18-64 years.
SPC:DF_VAW(1.0),A: Annual,2011,FJ: Fiji,VAW_TOPIC_006: Acts of controlling behaviours by partners,NUMPERRF: Number of persons in relative frequency,F: Female,Y15T64: 15-64,EVPART: Ever-partnered,CONT_OTHMAN: Partner gets angry if she speaks with another man,PARTNER: Partner,ALOLIFE: At least once in their lifetime,_T: Any,_T: Any,_T: Any,_T: Any,_T: Any,33.3,PERCENT: percent,,,Fiji VAW report 2010-2011,Women age 18-64 years.
SPC:DF_VAW(1.0),A: Annual,2011,FJ: Fiji,VAW_TOPIC_006: Acts of controlling behaviours by partners,NUMPERRF: Number of persons in relative frequency,F: Female,Y15T64: 15-64,EVPART: Ever-partnered,CONT_UNFAITH: Partner often suspicious she is unfaithful,PARTNER: Partner,ALO12M: At least once in the past 12 months,_T: Any,_T: Any,_T: Any,_T: Any,_T: Any,,PERCENT: percent,,O: Missing value,Fiji VAW report 2010-2011,Women age 18-64 years.
SPC:DF_VAW(1.0),A: Annual,2011,FJ: Fiji,VAW_TOPIC_006: Acts of controlling behaviours by partners,NUMPERRF: Number of persons in relative frequency,F: Female,Y15T64: 15-64,EVPART: Ever-partnered,CONT_UNFAITH: Partner often suspicious she is unfaithful,PARTNER: Partner,ALOLIFE: At least once in their lifetime,_T: Any,_T: Any,_T: Any,_T: Any,_T: Any,25.9,PERCENT: percent,,,Fiji VAW report 2010-2011,Women age 18-64 years.
SPC:DF_VAW(1.0),A: Annual,2011,FJ: Fiji,VAW_TOPIC_006: Acts of controlling behaviours by partners,NUMPERRF: Number of persons in relative frequency,F: Female,Y15T64: 15-64,EVPART: Ever-partnered,CONT_WHERE: Partner insists on knowing where she is at all times,PARTNER: Partner,ALO12M: At least once in the past 12 months,_T: Any,_T: Any,_T: Any,_T: Any,_T: Any,,PERCENT: percent,,O: Missing value,Fiji VAW report 2010-2011,Women age 18-64 years.
SPC:DF_VAW(1.0),A: Annual,2011,FJ: Fiji,VAW_TOPIC_006: Acts of controlling behaviours by partners,NUMPERRF: Number of persons in relative frequency,F: Female,Y15T64: 15-64,EVPART: Ever-partnered,CONT_WHERE: Partner insists on knowing where she is at all times,PARTNER: Partner,ALOLIFE: At least once in their lifetime,_T: Any,_T: Any,_T: Any,_T: Any,_T: Any,56.6,PERCENT: percent,,,Fiji VAW report 2010-2011,Women age 18-64 years.
SPC:DF_VAW(1.0),A: Annual,2011,FJ: Fiji,VAW_TOPIC_007: Types of violence against women by others (non-partners),NUMPERRF: Number of persons in relative frequency,F: Female,Y15T64: 15-64,_T: Any,PHYS: Physical violence,NONPART: Non-partner,ALO12M: At least once in the past 12 months,_T: Any,_T: Any,_T: Any,_T: Any,_T: Any,2.6,PERCENT: percent,,,Fiji VAW report 2010-2011,Women age 18-64 years.
SPC:DF_VAW(1.0),A: Annual,2011,FJ: Fiji,VAW_TOPIC_007: Types of violence against women by others (non-partners),NUMPERRF: Number of persons in relative frequency,F: Female,Y15T64: 15-64,_T: Any,PHYS: Physical violence,NONPART: Non-partner,ALO12M: At least once in the past 12 months,SINCE15: Since the age of 15,_T: Any,_T: Any,_T: Any,_T: Any,,PERCENT: percent,,O: Missing value,Fiji VAW report 2010-2011,Women age 18-64 years.
SPC:DF_VAW(1.0),A: Annual,2011,FJ: Fiji,VAW_TOPIC_007: Types of violence against women by others (non-partners),NUMPERRF: Number of persons in relative frequency,F: Female,Y15T64: 15-64,_T: Any,PHYS: Physical violence,NONPART: Non-partner,ALOLIFE: At least once in their lifetime,_T: Any,_T: Any,_T: Any,_T: Any,_T: Any,10.3,PERCENT: percent,,,Fiji VAW report 2010-2011,Women age 18-64 years.
SPC:DF_VAW(1.0),A: Annual,2011,FJ: Fiji,VAW_TOPIC_007: Types of violence against women by others (non-partners),NUMPERRF: Number of persons in relative frequency,F: Female,Y15T64: 15-64,_T: Any,PHYS: Physical violence,NONPART: Non-partner,ALOLIFE: At least once in their lifetime,SINCE15: Since the age of 15,_T: Any,_T: Any,_T: Any,_T: Any,26.9,PERCENT: percent,,,Fiji VAW report 2010-2011,Women age 18-64 years.
SPC:DF_VAW(1.0),A: Annual,2011,FJ: Fiji,VAW_TOPIC_007: Types of violence against women by others (non-partners),NUMPERRF: Number of persons in relative frequency,F: Female,Y15T64: 15-64,_T: Any,PHYSORSEX: Physical and/or sexual violence,NONPART: Non-partner,ALOLIFE: At least once in their lifetime,_T: Any,_T: Any,_T: Any,_T: Any,_T: Any,,PERCENT: percent,,O: Missing value,Fiji VAW report 2010-2011,Women age 18-64 years.
SPC:DF_VAW(1.0),A: Annual,2011,FJ: Fiji,VAW_TOPIC_007: Types of violence against women by others (non-partners),NUMPERRF: Number of persons in relative frequency,F: Female,Y15T64: 15-64,_T: Any,PHYSORSEX: Physical and/or sexual violence,NONPART: Non-partner,ALOLIFE: At least once in their lifetime,SINCE15: Since the age of 15,_T: Any,_T: Any,_T: Any,_T: Any,31,PERCENT: percent,,,Fiji VAW report 2010-2011,Women age 18-64 years.
SPC:DF_VAW(1.0),A: Annual,2011,FJ: Fiji,VAW_TOPIC_007: Types of violence against women by others (non-partners),NUMPERRF: Number of persons in relative frequency,F: Female,Y15T64: 15-64,_T: Any,SEX: Sexual violence,NONPART: Non-partner,ALO12M: At least once in the past 12 months,SINCE15: Since the age of 15,_T: Any,_T: Any,_T: Any,_T: Any,,PERCENT: percent,,O: Missing value,Fiji VAW report 2010-2011,Women age 18-64 years.
SPC:DF_VAW(1.0),A: Annual,2011,FJ: Fiji,VAW_TOPIC_007: Types of violence against women by others (non-partners),NUMPERRF: Number of persons in relative frequency,F: Female,Y15T64: 15-64,_T: Any,SEX: Sexual violence,NONPART: Non-partner,ALOLIFE: At least once in their lifetime,_T: Any,_T: Any,_T: Any,_T: Any,_T: Any,8.5,PERCENT: percent,,,Fiji VAW report 2010-2011,Women age 18-64 years.
SPC:DF_VAW(1.0),A: Annual,2011,FJ: Fiji,VAW_TOPIC_007: Types of violence against women by others (non-partners),NUMPERRF: Number of persons in relative frequency,F: Female,Y15T64: 15-64,_T: Any,SEX: Sexual violence,NONPART: Non-partner,ALOLIFE: At least once in their lifetime,SINCE15: Since the age of 15,_T: Any,_T: Any,_T: Any,_T: Any,8.5,PERCENT: percent,,,Fiji VAW report 2010-2011,Women age 18-64 years.
SPC:DF_VAW(1.0),A: Annual,2011,FJ: Fiji,VAW_TOPIC_008: Non-Partner Physical violence by type of perpetrator,NUMPERRF: Number of persons in relative frequency,F: Female,Y15T64: 15-64,_T: Any,PHYS: Physical violence,FAMFEM: Female family member(s),ALO12M: At least once in the past 12 months,SINCE15: Since the age of 15,_T: Any,_T: Any,_T: Any,_T: Any,,PERCENT: percent,,O: Missing value,Fiji VAW report 2010-2011,Women age 18-64 years.
SPC:DF_VAW(1.0),A: Annual,2011,FJ: Fiji,VAW_TOPIC_008: Non-Partner Physical violence by type of perpetrator,NUMPERRF: Number of persons in relative frequency,F: Female,Y15T64: 15-64,_T: Any,PHYS: Physical violence,FAMFEM: Female family member(s),ALOLIFE: At least once in their lifetime,SINCE15: Since the age of 15,_T: Any,_T: Any,_T: Any,_T: Any,27.7,PERCENT: percent,,,Fiji VAW report 2010-2011,Women age 18-64 years.
SPC:DF_VAW(1.0),A: Annual,2011,FJ: Fiji,VAW_TOPIC_008: Non-Partner Physical violence by type of perpetrator,NUMPERRF: Number of persons in relative frequency,F: Female,Y15T64: 15-64,_T: Any,PHYS: Physical violence,FAMMAL: Male family member(s),ALO12M: At least once in the past 12 months,SINCE15: Since the age of 15,_T: Any,_T: Any,_T: Any,_T: Any,,PERCENT: percent,,O: Missing value,Fiji VAW report 2010-2011,Women age 18-64 years.
SPC:DF_VAW(1.0),A: Annual,2011,FJ: Fiji,VAW_TOPIC_008: Non-Partner Physical violence by type of perpetrator,NUMPERRF: Number of persons in relative frequency,F: Female,Y15T64: 15-64,_T: Any,PHYS: Physical violence,FAMMAL: Male family member(s),ALOLIFE: At least once in their lifetime,SINCE15: Since the age of 15,_T: Any,_T: Any,_T: Any,_T: Any,64.8,PERCENT: percent,,,Fiji VAW report 2010-2011,Women age 18-64 years.
SPC:DF_VAW(1.0),A: Annual,2011,FJ: Fiji,VAW_TOPIC_008: Non-Partner Physical violence by type of perpetrator,NUMPERRF: Number of persons in relative frequency,F: Female,Y15T64: 15-64,_T: Any,PHYS: Physical violence,OTHFEM: Female other(s),ALO12M: At least once in the past 12 months,SINCE15: Since the age of 15,_T: Any,_T: Any,_T: Any,_T: Any,,PERCENT: percent,,O: Missing value,Fiji VAW report 2010-2011,Women age 18-64 years.
SPC:DF_VAW(1.0),A: Annual,2011,FJ: Fiji,VAW_TOPIC_008: Non-Partner Physical violence by type of perpetrator,NUMPERRF: Number of persons in relative frequency,F: Female,Y15T64: 15-64,_T: Any,PHYS: Physical violence,OTHFEM: Female other(s),ALOLIFE: At least once in their lifetime,SINCE15: Since the age of 15,_T: Any,_T: Any,_T: Any,_T: Any,,PERCENT: percent,,O: Missing value,Fiji VAW report 2010-2011,Women age 18-64 years.
SPC:DF_VAW(1.0),A: Annual,2011,FJ: Fiji,VAW_TOPIC_008: Non-Partner Physical violence by type of perpetrator,NUMPERRF: Number of persons in relative frequency,F: Female,Y15T64: 15-64,_T: Any,PHYS: Physical violence,OTHMAL: Male other(s),ALO12M: At least once in the past 12 months,SINCE15: Since the age of 15,_T: Any,_T: Any,_T: Any,_T: Any,,PERCENT: percent,,O: Missing value,Fiji VAW report 2010-2011,Women age 18-64 years.
SPC:DF_VAW(1.0),A: Annual,2011,FJ: Fiji,VAW_TOPIC_008: Non-Partner Physical violence by type of perpetrator,NUMPERRF: Number of persons in relative frequency,F: Female,Y15T64: 15-64,_T: Any,PHYS: Physical violence,OTHMAL: Male other(s),ALOLIFE: At least once in their lifetime,SINCE15: Since the age of 15,_T: Any,_T: Any,_T: Any,_T: Any,,PERCENT: percent,,O: Missing value,Fiji VAW report 2010-2011,Women age 18-64 years.
